instruction,input,output
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",gham-e-duniya se gar pai bhi fursat sar uThane ki,ġham-e-duniyā se gar paa.ī bhī fursat sar uThāne kī falak kā dekhnā taqrīb tere yaad aane kī khulegā kis tarah mazmūñ mire maktūb kā yā-rab qasam khaa.ī hai us kāfir ne kāġhaz ke jalāne kī lipaTnā parniyāñ meñ shola-e-ātish kā pinhāñ hai vale mushkil hai hikmat dil meñ soz-e-ġham chhupāne kī unheñ manzūr apne zaḳhmiyoñ kā dekh aanā thā uThe the sair-e-gul ko dekhnā shoḳhī bahāne kī hamārī sādgī thī iltifāt-e-nāz par marnā tirā aanā na thā zālim magar tamhīd jaane kī lakad kūb-e-havādis kā tahammul kar nahīñ saktī mirī tāqat ki zāmin thī butoñ kī naaz uThāne kī kahūñ kyā ḳhūbi-e-auzā-e-abnā-e-zamāñ 'ġhālib' badī kī us ne jis se ham ne kī thī bār-hā nekī Interestinggham-e-duniya se gar pai bhi fursat sar uThane ki falak ka dekhna taqrib tere yaad aane ki khulega kis tarah mazmun mere maktub ka ya-rab qasam khai hai us kafir ne kaghaz ke jalane ki lipaTna parniyan mein shola-e-atish ka pinhan hai wale mushkil hai hikmat dil mein soz-e-gham chhupane ki unhen manzur apne zaKHmiyon ka dekh aana tha uThe the sair-e-gul ko dekhna shoKHi bahane ki hamari sadgi thi iltifat-e-naz par marna tera aana na tha zalim magar tamhid jaane ki lakad kub-e-hawadis ka tahammul kar nahin sakti meri taqat ki zamin thi buton ki naz uThane ki kahun kya KHubi-e-auza-e-abna-e-zaman 'ghaalib' badi ki us ne jis se hum ne ki thi bar-ha neki Interesting
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",be-etidaliyon se subuk sab mein hum hue,be-e'tidāliyoñ se subuk sab meñ ham hue jitne ziyāda ho ga.e utne hī kam hue pinhāñ thā daam saḳht qarīb āshiyān ke uḌne na paa.e the ki giraftār ham hue hastī hamārī apnī fanā par dalīl hai yaañ tak miTe ki aap ham apnī qasam hue saḳhtī kashān-e-ishq kī pūchhe hai kyā ḳhabar vo log rafta rafta sarāpā alam hue terī vafā se kyā ho talāfī ki dahr meñ tere sivā bhī ham pe bahut se sitam hue likhte rahe junūñ kī hikāyāt-e-ḳhūñ-chakāñ har-chand is meñ haath hamāre qalam hue allāh re terī tundi-e-ḳhū jis ke biim se ajzā-e-nāla dil meñ mire rizq-e-ham hue ahl-e-havas kī fat.h hai tark-e-nabard-e-ishq jo paañv uTh ga.e vahī un ke alam hue naale adam meñ chand hamāre supurd the jo vaañ na khiñch sake so vo yaañ aa ke dam hue chhoḌī 'asad' na ham ne gadā.ī meñ dil-lagī saa.il hue to āshiq-e-ahl-e-karam hue be-e'tidaliyon se subuk sab mein hum hue jitne ziyaada ho gae utne hi kam hue pinhan tha dam saKHt qarib aashiyan ke uDne na pae the ki giraftar hum hue hasti hamari apni fana par dalil hai yan tak miTe ki aap hum apni qasam hue saKHti kashan-e-ishq ki puchhe hai kya KHabar wo log rafta rafta sarapa alam hue teri wafa se kya ho talafi ki dahr mein tere siwa bhi hum pe bahut se sitam hue likhte rahe junun ki hikayat-e-KHun-chakan har-chand is mein hath hamare qalam hue allah re teri tundi-e-KHu jis ke bim se ajza-e-nala dil mein mere rizq-e-ham hue ahl-e-hawas ki fath hai tark-e-nabard-e-ishq jo panw uTh gae wahi un ke alam hue nale adam mein chand hamare supurd the jo wan na khinch sake so wo yan aa ke dam hue chhoDi 'asad' na hum ne gadai mein dil-lagi sail hue to aashiq-e-ahl-e-karam hue 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",husn ghamze ki kashakash se chhuTa mere baad,husn ġhamze kī kashākash se chhuTā mere ba.ad baare ārām se haiñ ahl-e-jafā mere ba.ad mansab-e-sheftagī ke koī qābil na rahā huī māzūli-e-andāz-o-adā mere ba.ad sham.a bujhtī hai to us meñ se dhuāñ uThtā hai sho.ala-e-ishq siyah-posh huā mere ba.ad ḳhuuñ hai dil ḳhaak meñ ahvāl-e-butāñ par ya.anī un ke nāḳhun hue mohatāj-e-hinā mere ba.ad dar-ḳhur-e-arz nahīñ jauhar-e-bedād ko jā nigah-e-nāz hai surme se ḳhafā mere ba.ad hai junūñ ahl-e-junūñ ke liye āġhosh-e-vidā.a chaak hotā hai garebāñ se judā mere ba.ad kaun hotā hai harīf-e-mai-e-mard-afgan-e-ishq hai mukarrar lab-e-sāqī pe salā mere ba.ad ġham se martā huuñ ki itnā nahīñ duniyā meñ koī ki kare tāzīyat-e-mehr-o-vafā mere ba.ad aa.e hai bekasī-e-ishq pe ronā 'ġhālib' kis ke ghar jā.egā sailāb-e-balā mere ba.ad thī nigah merī nihāñ-ḳhāna-e-dil kī naqqāb be-ḳhatar jiite haiñ arbāb-e-riyā mere ba.ad thā maiñ guldasta-e-ahbāb kī bandish kī giyāh mutafarriq hue mere rufaqā mere ba.ad husn ghamze ki kashakash se chhuTa mere baad bare aaram se hain ahl-e-jafa mere baad mansab-e-sheftagi ke koi qabil na raha hui mazuli-e-andaz-o-ada mere baad shama bujhti hai to us mein se dhuan uThta hai shoala-e-ishq siyah-posh hua mere baad KHun hai dil KHak mein ahwal-e-butan par yani un ke naKHun hue mohataj-e-hina mere baad dar-KHur-e-arz nahin jauhar-e-bedad ko ja nigah-e-naz hai surme se KHafa mere baad hai junun ahl-e-junun ke liye aaghosh-e-widaa chaak hota hai gareban se juda mere baad kaun hota hai harif-e-mai-e-mard-afgan-e-ishq hai mukarrar lab-e-saqi pe sala mere baad gham se marta hun ki itna nahin duniya mein koi ki kare taziyat-e-mehr-o-wafa mere baad aae hai bekasi-e-ishq pe rona 'ghaalib' kis ke ghar jaega sailab-e-bala mere baad thi nigah meri nihan-KHana-e-dil ki naqqab be-KHatar jite hain arbab-e-riya mere baad tha main guldasta-e-ahbab ki bandish ki giyah mutafarriq hue mere rufaqa mere baad 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",shauq har rang raqib-e-sar-o-saman nikla,shauq har rañg raqīb-e-sar-o-sāmāñ niklā qais tasvīr ke parde meñ bhī uryāñ niklā zaḳhm ne daad na dī tañgi-e-dil kī yā rab tiir bhī sīna-e-bismil se par-afshāñ niklā bū-e-gul nāla-e-dil dūd-e-charāġh-e-mahfil jo tirī bazm se niklā so pareshāñ niklā dil-e-hasrat-zada thā mā.ida-e-lazzat-e-dard kaam yāroñ kā ba-qadr-e-lab-o-dandāñ niklā Interestingthī nau-āmūz-e-fanā himmat-e-dushvār-pasand saḳht mushkil hai ki ye kaam bhī āsāñ niklā dil meñ phir girye ne ik shor uThāyā 'ġhālib' aah jo qatra na niklā thā so tūfāñ niklā kār-ḳhāne se junūñ ke bhī maiñ uryāñ niklā merī qismat kā na ek-ādh garebāñ niklā sāġhar-e-jalva-e-sarshār hai har zarra-e-ḳhāk shauq-e-dīdār balā ā.ina-sāmāñ niklā kuchh khaTaktā thā mire siine meñ lekin āḳhir jis ko dil kahte the so tiir kā paikāñ niklā kis qadar ḳhaak huā hai dil-e-majnūñ yā rab naqsh-e-har-zarra suvaidā-e-bayābāñ niklā shor-e-rusvā.i-e-dil dekh ki yak-nāla-e-shauq laakh parde meñ chhupā par vahī uryāñ niklā shoḳhī-e-rañg-e-hinā ḳhūn-e-vafā se kab tak āḳhir ai ahd-shikan tū bhī pashemāñ niklā jauhar-ījād-e-ḳhat-e-sabz hai ḳhud-bīnī-e-husn jo na dekhā thā so ā.īne meñ pinhāñ niklā maiñ bhī māzūr-e-junūñ huuñ 'asad' ai ḳhāna-ḳharāb peshvā lene mujhe ghar se bayābāñ niklā Interestingshauq har rang raqib-e-sar-o-saman nikla qais taswir ke parde mein bhi uryan nikla zaKHm ne dad na di tangi-e-dil ki ya rab tir bhi sina-e-bismil se par-afshan nikla bu-e-gul nala-e-dil dud-e-charagh-e-mahfil jo teri bazm se nikla so pareshan nikla dil-e-hasrat-zada tha maida-e-lazzat-e-dard kaam yaron ka ba-qadr-e-lab-o-dandan nikla Interestingthi nau-amuz-e-fana himmat-e-dushwar-pasand saKHt mushkil hai ki ye kaam bhi aasan nikla dil mein phir girye ne ek shor uThaya 'ghaalib' aah jo qatra na nikla tha so tufan nikla kar-KHane se junun ke bhi main uryan nikla meri qismat ka na ek-adh gareban nikla saghar-e-jalwa-e-sarshaar hai har zarra-e-KHak shauq-e-didar bala aaina-saman nikla kuchh khaTakta tha mere sine mein lekin aaKHir jis ko dil kahte the so tir ka paikan nikla kis qadar KHak hua hai dil-e-majnun ya rab naqsh-e-har-zarra suwaida-e-bayaban nikla shor-e-ruswai-e-dil dekh ki yak-nala-e-shauq lakh parde mein chhupa par wahi uryan nikla shoKHi-e-rang-e-hina KHun-e-wafa se kab tak aaKHir ai ahd-shikan tu bhi pasheman nikla jauhar-ijad-e-KHat-e-sabz hai KHud-bini-e-husn jo na dekha tha so aaine mein pinhan nikla main bhi mazur-e-junun hun 'asad' ai KHana-KHarab peshwa lene mujhe ghar se bayaban nikla Interesting
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",chahiye achchhon ko jitna chahiye,chāhiye achchhoñ ko jitnā chāhiye ye agar chāheñ to phir kyā chāhiye sohbat-e-rindāñ se vājib hai hazar jā-e-mai apne ko khīñchā chāhiye chāhne ko tere kyā samjhā thā dil baare ab is se bhī samjhā chāhiye chaak mat kar jaib be-ayyām-e-gul kuchh udhar kā bhī ishārā chāhiye dostī kā parda hai begānagī muñh chhupānā ham se chhoḌā chāhiye dushmanī ne merī khoyā ġhair ko kis qadar dushman hai dekhā chāhiye apnī rusvā.ī meñ kyā chaltī hai sa.ī yaar hī hañgāma-ārā chāhiye munhasir marne pe ho jis kī umiid nā-umīdī us kī dekhā chāhiye ġhāfil in mah-tal.atoñ ke vāste chāhne vaalā bhī achchhā chāhiye chāhte haiñ ḳhūb-rūyoñ ko 'asad' aap kī sūrat to dekhā chāhiye chahiye achchhon ko jitna chahiye ye agar chahen to phir kya chahiye sohbat-e-rindan se wajib hai hazar ja-e-mai apne ko khincha chahiye chahne ko tere kya samjha tha dil bare ab is se bhi samjha chahiye chaak mat kar jaib be-ayyam-e-gul kuchh udhar ka bhi ishaara chahiye dosti ka parda hai beganagi munh chhupana hum se chhoDa chahiye dushmani ne meri khoya ghair ko kis qadar dushman hai dekha chahiye apni ruswai mein kya chalti hai sai yar hi hangama-ara chahiye munhasir marne pe ho jis ki umid na-umidi us ki dekha chahiye ghafil in mah-talaton ke waste chahne wala bhi achchha chahiye chahte hain KHub-ruyon ko 'asad' aap ki surat to dekha chahiye 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",humse khul jao ba-waqt-e-mai-parasti ek din,ham se khul jaao ba-vaqt-e-mai-parastī ek din varna ham chheḌeñge rakh kar uzr-e-mastī ek din ġharra-e-auj-e-binā-e-ālam-e-imkāñ na ho is bulandī ke nasīboñ meñ hai pastī ek din qarz kī piite the mai lekin samajhte the ki haañ rañg lāvegī hamārī fāqa-mastī ek din Interestingnaġhma-hā-e-ġham ko bhī ai dil ġhanīmat jāniye be-sadā ho jā.egā ye sāz-e-hastī ek din Interestingdhaul-dhappā us sarāpā-nāz kā sheva nahīñ ham hī kar baiThe the 'ġhālib' pesh-dastī ek din hum se khul jao ba-waqt-e-mai-parasti ek din warna hum chheDenge rakh kar uzr-e-masti ek din gharra-e-auj-e-bina-e-alam-e-imkan na ho is bulandi ke nasibon mein hai pasti ek din qarz ki pite the mai lekin samajhte the ki han rang lawegi hamari faqa-masti ek din Interestingnaghma-ha-e-gham ko bhi ai dil ghanimat jaaniye be-sada ho jaega ye saz-e-hasti ek din Interestingdhaul-dhappa us sarapa-naz ka shewa nahin hum hi kar baiThe the 'ghaalib' pesh-dasti ek din 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",na gul-e-naghma hun na parda-e-saz,na gul-e-naġhma huuñ na parda-e-sāz maiñ huuñ apnī shikast kī āvāz tū aur ārā.ish-e-ḳham-e-kākul maiñ aur andesha-hā-e-dūr-darāz lāf-e-tamkīñ fareb-e-sāda-dilī ham haiñ aur rāz-hā-e-sīna-gudāz huuñ giraftār-e-ulfat-e-sayyād varna baaqī hai tāqat-e-parvāz vo bhī din ho ki us sitamgar se naaz khīñchūñ bajā.e hasrat-e-nāz nahīñ dil meñ mire vo qatra-e-ḳhūñ jis se mizhgāñ huī na ho gul-bāz ai tirā ġhamza yak-qalam-añgez ai tirā zulm sar-ba-sar andāz tū huā jalva-gar mubārak ho rezish-e-sajda-e-jabīn-e-niyāz Interestingmujh ko pūchhā to kuchh ġhazab na huā maiñ ġharīb aur tū ġharīb-navāz 'asad'-ullāh ḳhaañ tamām huā ai dareġhā vo rind-e-shāhid-bāz Interestingna gul-e-naghma hun na parda-e-saz main hun apni shikast ki aawaz tu aur aaraish-e-KHam-e-kakul main aur andesha-ha-e-dur-daraaz laf-e-tamkin fareb-e-sada-dili hum hain aur raaz-ha-e-sina-gudaz hun giraftar-e-ulfat-e-sayyaad warna baqi hai taqat-e-parwaz wo bhi din ho ki us sitamgar se naz khinchun bajae hasrat-e-naz nahin dil mein mere wo qatra-e-KHun jis se mizhgan hui na ho gul-baz ai tera ghamza yak-qalam-angez ai tera zulm sar-ba-sar andaz tu hua jalwa-gar mubarak ho rezish-e-sajda-e-jabin-e-niyaz Interestingmujh ko puchha to kuchh ghazab na hua main gharib aur tu gharib-nawaz 'asad'-ullah KHan tamam hua ai daregha wo rind-e-shahid-baz Interesting
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",na hui gar mere marne se tasalli na sahi,na huī gar mire marne se tasallī na sahī imtihāñ aur bhī baaqī ho to ye bhī na sahī ḳhaar ḳhār-e-alam-e-hasrat-e-dīdār to hai shauq gul-chīn-e-gulistān-e-tasallī na sahī mai-parastāñ ḳhum-e-mai muñh se lagā.e hī bane ek din gar na huā bazm meñ saaqī na sahī nafas-e-qais ki hai chashm-o-charāġh-e-sahrā gar nahīñ sham-e-siyah-ḳhāna-e-lailī na sahī ek hañgāme pe mauqūf hai ghar kī raunaq nauha-e-ġham hī sahī naġhma-e-shādī na sahī na satā.ish kī tamannā na sile kī parvā gar nahīñ haiñ mire ash.ār meñ ma.anī na sahī ishrat-e-sohbat-e-ḳhūbāñ hī ġhanīmat samjho na huī 'ġhālib' agar umr-e-tābī.ī na sahī na hui gar mere marne se tasalli na sahi imtihan aur bhi baqi ho to ye bhi na sahi KHar KHar-e-alam-e-hasrat-e-didar to hai shauq gul-chin-e-gulistan-e-tasalli na sahi mai-parastan KHum-e-mai munh se lagae hi bane ek din gar na hua bazm mein saqi na sahi nafas-e-qais ki hai chashm-o-charagh-e-sahra gar nahin sham-e-siyah-KHana-e-laili na sahi ek hangame pe mauquf hai ghar ki raunaq nauha-e-gham hi sahi naghma-e-shadi na sahi na sataish ki tamanna na sile ki parwa gar nahin hain mere ashaar mein mani na sahi ishrat-e-sohbat-e-KHuban hi ghanimat samjho na hui 'ghaalib' agar umr-e-tabii na sahi 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",kahte ho na denge hum dil agar paDa paya,kahte ho na deñge ham dil agar paḌā paayā dil kahāñ ki gum kiije ham ne mudda.ā paayā ishq se tabī.at ne ziist kā mazā paayā dard kī davā paa.ī dard-e-be-davā paayā dost-dār-e-dushman hai e'timād-e-dil ma.alūm aah be-asar dekhī naala nā-rasā paayā Interestingsādgī o purkārī be-ḳhudī o hushyārī husn ko taġhāful meñ jur.at-āzmā paayā ġhuncha phir lagā khilne aaj ham ne apnā dil ḳhuuñ kiyā huā dekhā gum kiyā huā paayā hāl-e-dil nahīñ ma.alūm lekin is qadar ya.anī ham ne bār-hā DhūñDā tum ne bār-hā paayā shor-e-pand-e-nāseh ne zaḳhm par namak chhiḌkā aap se koī pūchhe tum ne kyā mazā paayā hai kahāñ tamannā kā dūsrā qadam yā rab ham ne dasht-e-imkāñ ko ek naqsh-e-pā paayā be-dimāġh-e-ḳhajlat huuñ rashk-e-imtihāñ tā-kai ek bekasī tujh ko ālam-āshnā paayā ḳhāk-bāzi-e-ummīd kār-ḳhāna-e-tiflī yaas ko do-ālam se lab-ba-ḳhanda vā paayā kyuuñ na vahshat-e-ġhālib bāj-ḳhvāh-e-taskīñ ho kushta-e-taġhāful ko ḳhasm-e-ḳhūñ-bahā paayā fikr-e-nāla meñ goyā halqa huuñ ze-sar-tā-pā uzv uzv juuñ zanjīr yak-dil-e-sadā paayā shab nazāra-parvar thā ḳhvāb meñ ḳhayāl us kā sub.h mauja-e-gul ko naqsh-e-boriyā paayā jis qadar jigar ḳhuuñ ho kūcha dādan-e-gul hai zaḳhm-e-teġh-e-qātil ko turfa dil-kushā paayā hai makīñ kī pā-dārī nām-e-sāhib-e-ḳhāna ham se tere kūche ne naqsh-e-mudda.ā paayā Interestingne 'asad' jafā-sā.il ne sitam junūñ-mā.il tujh ko jis qadar DhūñDā ulfat-āzmā paayā kahte ho na denge hum dil agar paDa paya dil kahan ki gum kije hum ne muddaa paya ishq se tabiat ne zist ka maza paya dard ki dawa pai dard-e-be-dawa paya dost-dar-e-dushman hai e'timad-e-dil malum aah be-asar dekhi nala na-rasa paya Interestingsadgi o purkari be-KHudi o hushyari husn ko taghaful mein jurat-azma paya ghuncha phir laga khilne aaj hum ne apna dil KHun kiya hua dekha gum kiya hua paya haal-e-dil nahin malum lekin is qadar yani hum ne bar-ha DhunDa tum ne bar-ha paya shor-e-pand-e-naseh ne zaKHm par namak chhiDka aap se koi puchhe tum ne kya maza paya hai kahan tamanna ka dusra qadam ya rab hum ne dasht-e-imkan ko ek naqsh-e-pa paya be-dimagh-e-KHajlat hun rashk-e-imtihan ta-kai ek bekasi tujh ko aalam-ashna paya KHak-bazi-e-ummid kar-KHana-e-tifli yas ko do-alam se lab-ba-KHanda wa paya kyun na wahshat-e-ghaalib baj-KHwah-e-taskin ho kushta-e-taghaful ko KHasm-e-KHun-baha paya fikr-e-nala mein goya halqa hun ze-sar-ta-pa uzw uzw jun zanjir yak-dil-e-sada paya shab nazara-parwar tha KHwab mein KHayal us ka subh mauja-e-gul ko naqsh-e-boriya paya jis qadar jigar KHun ho kucha dadan-e-gul hai zaKHm-e-tegh-e-qatil ko turfa dil-kusha paya hai makin ki pa-dari nam-e-sahib-e-KHana hum se tere kuche ne naqsh-e-muddaa paya Interestingne 'asad' jafa-sail ne sitam junun-mail tujh ko jis qadar DhunDa ulfat-azma paya 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",wo firaq aur wo visal kahan,vo firāq aur vo visāl kahāñ vo shab-o-roz o māh-o-sāl kahāñ fursat-e-kārobār-e-shauq kise zauq-e-nazzāra-e-jamāl kahāñ dil to dil vo dimāġh bhī na rahā shor-e-saudā-e-ḳhatt-o-ḳhāl kahāñ thī vo ik shaḳhs ke tasavvur se ab vo rānā.ī-e-ḳhayāl kahāñ aisā āsāñ nahīñ lahū ronā dil meñ tāqat jigar meñ haal kahāñ ham se chhūTā qimār-ḳhāna-e-ishq vaañ jo jāveñ girah meñ maal kahāñ fikr-e-duniyā meñ sar khapātā huuñ maiñ kahāñ aur ye vabāl kahāñ muzmahil ho ga.e qavā ġhālib vo anāsir meñ e'tidāl kahāñ bose meñ vo muzā.iqa na kare par mujhe tāqat-e-savāl kahāñ falak-e-sifla be-muhābā hai is sitam-gar ko infi.āl kahāñ wo firaq aur wo visal kahan wo shab-o-roz o mah-o-sal kahan fursat-e-karobar-e-shauq kise zauq-e-nazzara-e-jamal kahan dil to dil wo dimagh bhi na raha shor-e-sauda-e-KHatt-o-KHal kahan thi wo ek shaKHs ke tasawwur se ab wo ranai-e-KHayal kahan aisa aasan nahin lahu rona dil mein taqat jigar mein haal kahan hum se chhuTa qimar-KHana-e-ishq wan jo jawen girah mein mal kahan fikr-e-duniya mein sar khapata hun main kahan aur ye wabaal kahan muzmahil ho gae qawa ghaalib wo anasir mein e'tidal kahan bose mein wo muzaiqa na kare par mujhe taqat-e-sawal kahan falak-e-sifla be-muhaba hai is sitam-gar ko infial kahan 
